symbol,exchange,name,country,data,updated_at,fund_score
006340,KQ,,,"{""eps"": 142.3169, ""name"": ""Daewon Cable Co., Ltd."", ""sector"": ""Producer Manufacturing"", ""country"": ""South Korea"", ""peRatio"": 25.260527737745832, ""industry"": ""Electrical Products"", ""marketCap"": 288845100151.0, ""dividendYield"": null}",2026-01-13 11:15:50.586494+00,
006345,KQ,,,"{""eps"": 142.3169, ""name"": ""Daewon Cable Co Ltd Pfd Registered Shs Non-Voting"", ""sector"": ""Producer Manufacturing"", ""country"": ""South Korea"", ""peRatio"": 25.119996289969777, ""industry"": ""Electrical Products"", ""marketCap"": 288845100151.0, ""dividendYield"": null}",2026-01-13 11:15:51.042353+00,
006360,KQ,,,"{""eps"": 243.7996, ""name"": ""GS Engineering & Construction Corporation"", ""sector"": ""Consumer Durables"", ""country"": ""South Korea"", ""peRatio"": 76.74335806949642, ""industry"": ""Homebuilding"", ""marketCap"": 1615435781403.0, ""dividendYield"": 1.6068559}",2026-01-13 11:15:50.384794+00,
006370,KQ,,,"{""eps"": -3495.3065, ""name"": ""Daegu Department Store Co., Ltd"", ""sector"": ""Retail Trade"", ""country"": ""South Korea"", ""peRatio"": null, ""industry"": ""Department Stores"", ""marketCap"": 44916296768.0, ""dividendYield"": null}",2026-01-13 11:15:50.823183+00,
006405,KQ,,,"{""eps"": -8075.6766, ""name"": ""Samsung SDI Co Ltd Pfd Non-Voting"", ""sector"": ""Producer Manufacturing"", ""country"": ""South Korea"", ""peRatio"": null, ""industry"": ""Electrical Products"", ""marketCap"": 21707402883780.0, ""dividendYield"": 0.6743738}",2026-01-13 11:16:04.832124+00,
006490,KQ,,,"{""eps"": -275.1974, ""name"": ""Inscobee, Inc."", ""sector"": ""Communications"", ""country"": ""South Korea"", ""peRatio"": null, ""industry"": ""Wireless Telecommunications"", ""marketCap"": 91986922119.0, ""dividendYield"": null}",2026-01-13 11:16:05.955098+00,
006570,KQ,,,"{""eps"": -1073.3878, ""name"": ""Daelim Trading Co., Ltd"", ""sector"": ""Consumer Durables"", ""country"": ""South Korea"", ""peRatio"": null, ""industry"": ""Home Furnishings"", ""marketCap"": 33744415588.000004, ""dividendYield"": null}",2026-01-13 11:16:06.196223+00,
006620,KQ,,,"{""eps"": 28.4856, ""name"": ""DongKoo Bio & Pharm Co. Ltd."", ""sector"": ""Health Technology"", ""country"": ""South Korea"", ""peRatio"": 613.9250987721499, ""industry"": ""Pharmaceuticals: Generic"", ""marketCap"": 142241480865.0, ""dividendYield"": 0.0}",2026-01-13 11:16:05.676032+00,
006650,KQ,,,"{""eps"": 8808.1055, ""name"": ""Korea Petro Chemical Ind. Co., Ltd."", ""sector"": ""Process Industries"", ""country"": ""South Korea"", ""peRatio"": 15.780919063696501, ""industry"": ""Chemicals: Specialty"", ""marketCap"": 860330765390.0, ""dividendYield"": 0.77459335}",2026-01-13 11:16:13.363476+00,
006660,KQ,,,"{""eps"": 1545.2555, ""name"": ""Samsung Climate Control Co., Ltd"", ""sector"": ""Producer Manufacturing"", ""country"": ""South Korea"", ""peRatio"": 8.79466211251149, ""industry"": ""Auto Parts: OEM"", ""marketCap"": 106277555428.0, ""dividendYield"": 0.591716}",2026-01-13 11:16:13.632283+00,
006730,KQ,,,"{""eps"": 1062.4881, ""name"": ""Seobu T&D Co., Ltd."", ""sector"": ""Energy Minerals"", ""country"": ""South Korea"", ""peRatio"": 12.000134401505296, ""industry"": ""Oil Refining/Marketing"", ""marketCap"": 802230490112.0, ""dividendYield"": 0.7855459}",2026-01-13 11:16:13.111354+00,
006740,KQ,,,"{""eps"": -450.9393, ""name"": ""Blue Industrial Development"", ""sector"": ""Process Industries"", ""country"": ""South Korea"", ""peRatio"": null, ""industry"": ""Pulp & Paper"", ""marketCap"": 43127516407.0, ""dividendYield"": null}",2026-01-13 11:16:14.329202+00,
006840,KQ,,,"{""eps"": -9701.3502, ""name"": ""AK Holdings, Inc."", ""sector"": ""Process Industries"", ""country"": ""South Korea"", ""peRatio"": null, ""industry"": ""Chemicals: Specialty"", ""marketCap"": 103842140465.0, ""dividendYield"": 4.9504952}",2026-01-13 11:16:13.94174+00,
006890,KQ,,,"{""eps"": 611.5639, ""name"": ""TAEKYUNG CHEMICAL CO. LTD"", ""sector"": ""Process Industries"", ""country"": ""South Korea"", ""peRatio"": 12.607022749380727, ""industry"": ""Chemicals: Major Diversified"", ""marketCap"": 87271026134.0, ""dividendYield"": 2.3195875}",2026-01-13 11:16:17.35244+00,
006910,KQ,,,"{""eps"": 426.7423, ""name"": ""Bosung Power Technology Co., Ltd."", ""sector"": ""Producer Manufacturing"", ""country"": ""South Korea"", ""peRatio"": 12.700873571708264, ""industry"": ""Metal Fabrication"", ""marketCap"": 267156843567.0, ""dividendYield"": null}",2026-01-13 11:16:16.4557+00,
006920,KQ,,,"{""eps"": -36.8815, ""name"": ""Mohenz Co., Ltd"", ""sector"": ""Non-Energy Minerals"", ""country"": ""South Korea"", ""peRatio"": null, ""industry"": ""Construction Materials"", ""marketCap"": 32042593575.0, ""dividendYield"": null}",2026-01-13 11:16:17.138137+00,
007070,KQ,,,"{""eps"": 1012.7742, ""name"": ""GS Retail Co., Ltd."", ""sector"": ""Retail Trade"", ""country"": ""South Korea"", ""peRatio"": 20.14269320841704, ""industry"": ""Food Retail"", ""marketCap"": 1713094749451.0, ""dividendYield"": 2.5176234}",2026-01-13 11:16:16.715313+00,
007110,KQ,,,"{""eps"": -8.0662, ""name"": ""Ilshin Stone Co., Ltd"", ""sector"": ""Non-Energy Minerals"", ""country"": ""South Korea"", ""peRatio"": null, ""industry"": ""Construction Materials"", ""marketCap"": 129151586151.0, ""dividendYield"": null}",2026-01-13 11:16:16.93736+00,
007210,KQ,,,"{""eps"": 320.9332, ""name"": ""Byucksan Corp."", ""sector"": ""Non-Energy Minerals"", ""country"": ""South Korea"", ""peRatio"": 5.116329504083716, ""industry"": ""Forest Products"", ""marketCap"": 91810296021.0, ""dividendYield"": 2.271332}",2026-01-13 11:16:19.374696+00,
007310,KQ,,,"{""eps"": 29602.4971, ""name"": ""OTOKI Corporation"", ""sector"": ""Consumer Non-Durables"", ""country"": ""South Korea"", ""peRatio"": 12.769193042164, ""industry"": ""Food: Specialty/Candy"", ""marketCap"": 1397452079296.0, ""dividendYield"": 0.0}",2026-01-13 11:16:18.944843+00,
007330,KQ,,,"{""eps"": 1494.3731, ""name"": ""PUREUN SAVINGS BANK"", ""sector"": ""Finance"", ""country"": ""South Korea"", ""peRatio"": 6.658310431310627, ""industry"": ""Savings Banks"", ""marketCap"": 116243756104.0, ""dividendYield"": 6.474104}",2026-01-13 11:16:19.181753+00,
007340,KQ,,,"{""eps"": 4799.5082, ""name"": ""DN AUTOMOTIVE CORPORATION"", ""sector"": ""Producer Manufacturing"", ""country"": ""South Korea"", ""peRatio"": 5.000512344160596, ""industry"": ""Auto Parts: OEM"", ""marketCap"": 1246899901772.0, ""dividendYield"": 4.5548654}",2026-01-13 11:16:18.729497+00,
007370,KQ,,,"{""eps"": 478.7356, ""name"": ""Jin Yang Pharmaceutical Co., Ltd."", ""sector"": ""Health Technology"", ""country"": ""South Korea"", ""peRatio"": 10.148781131386121, ""industry"": ""Pharmaceuticals: Major"", ""marketCap"": 64298752556.0, ""dividendYield"": 3.0927835}",2026-01-13 11:16:19.573706+00,
007390,KQ,,,"{""eps"": -44.5127, ""name"": ""NATURECELL Co., Ltd."", ""sector"": ""Consumer Non-Durables"", ""country"": ""South Korea"", ""peRatio"": null, ""industry"": ""Beverages: Non-Alcoholic"", ""marketCap"": 1314475039673.0, ""dividendYield"": null}",2026-01-13 11:16:21.308637+00,
007460,KQ,,,"{""eps"": -172.5442, ""name"": ""Aprogen, Inc"", ""sector"": ""Health Technology"", ""country"": ""South Korea"", ""peRatio"": null, ""industry"": ""Pharmaceuticals: Major"", ""marketCap"": 221227693634.0, ""dividendYield"": null}",2026-01-13 11:16:21.531335+00,
007530,KQ,,,"{""eps"": 266.4273, ""name"": ""YM CO. LTD."", ""sector"": ""Producer Manufacturing"", ""country"": ""South Korea"", ""peRatio"": 8.989319037501037, ""industry"": ""Metal Fabrication"", ""marketCap"": 49098027096.0, ""dividendYield"": 1.2269938}",2026-01-13 11:16:21.966693+00,
007540,KQ,,,"{""eps"": 6233.8707, ""name"": ""SEMPIO COMPANY"", ""sector"": ""Consumer Non-Durables"", ""country"": ""South Korea"", ""peRatio"": 7.635705373228225, ""industry"": ""Food: Specialty/Candy"", ""marketCap"": 96238602757.0, ""dividendYield"": 0.4166667}",2026-01-13 11:16:21.749794+00,
007590,KQ,,,"{""eps"": 577.3896, ""name"": ""Dongbang Agro Corp"", ""sector"": ""Process Industries"", ""country"": ""South Korea"", ""peRatio"": 10.25304231319719, ""industry"": ""Chemicals: Agricultural"", ""marketCap"": 79361691589.0, ""dividendYield"": 5.059022}",2026-01-13 11:16:38.897029+00,
007660,KQ,,,"{""eps"": 1987.1223, ""name"": ""ISU Petasys Co., Ltd."", ""sector"": ""Electronic Technology"", ""country"": ""South Korea"", ""peRatio"": 58.526845579660595, ""industry"": ""Electronic Components"", ""marketCap"": 8104377648926.0, ""dividendYield"": 0.13711151}",2026-01-13 11:16:37.985758+00,
007680,KQ,,,"{""eps"": -748.1777, ""name"": ""DAEWON CO., LTD."", ""sector"": ""Industrial Services"", ""country"": ""South Korea"", ""peRatio"": null, ""industry"": ""Engineering & Construction"", ""marketCap"": 56048403091.0, ""dividendYield"": 2.8368793}",2026-01-13 11:16:39.160904+00,
007690,KQ,,,"{""eps"": 2950.098, ""name"": ""Kukdo Chemical Co., Ltd."", ""sector"": ""Process Industries"", ""country"": ""South Korea"", ""peRatio"": 11.380354550516541, ""industry"": ""Chemicals: Specialty"", ""marketCap"": 275621389961.0, ""dividendYield"": 1.8376161}",2026-01-13 11:16:38.662857+00,
007700,KQ,,,"{""eps"": 2832.276, ""name"": ""F&F Holdings Co., Ltd."", ""sector"": ""Consumer Non-Durables"", ""country"": ""South Korea"", ""peRatio"": 6.461234710176551, ""industry"": ""Apparel/Footwear"", ""marketCap"": 733341889420.0, ""dividendYield"": 2.4311182}",2026-01-13 11:16:57.151914+00,
007720,KQ,,,"{""eps"": -125.9511, ""name"": ""SoNo Square Co.,Ltd."", ""sector"": ""Distribution Services"", ""country"": ""South Korea"", ""peRatio"": null, ""industry"": ""Wholesale Distributors"", ""marketCap"": 61488271790.0, ""dividendYield"": null}",2026-01-13 11:16:57.437032+00,
007770,KQ,,,"{""eps"": -1670.2134, ""name"": ""Hanil Chemical Industry Co., Ltd."", ""sector"": ""Process Industries"", ""country"": ""South Korea"", ""peRatio"": null, ""industry"": ""Chemicals: Specialty"", ""marketCap"": 27834299924.0, ""dividendYield"": 0.625}",2026-01-13 11:16:57.996102+00,
007815,KQ,,,"{""eps"": -3094.2169, ""name"": ""Korea Circuit Co Ltd Pfd Non-Voting"", ""sector"": ""Electronic Technology"", ""country"": ""South Korea"", ""peRatio"": null, ""industry"": ""Electronic Components"", ""marketCap"": 1229972091821.0, ""dividendYield"": null}",2026-01-13 11:16:56.435708+00,
00781K,KQ,,,"{""eps"": -3094.2169, ""name"": ""Korea Circuit Co Ltd Pfd. Shs 2 Non-Voting"", ""sector"": ""Electronic Technology"", ""country"": ""South Korea"", ""peRatio"": null, ""industry"": ""Electronic Components"", ""marketCap"": 1229972091821.0, ""dividendYield"": null}",2026-01-13 11:16:57.646438+00,
007820,KQ,,,"{""eps"": 152.3571, ""name"": ""SMCore, Inc."", ""sector"": ""Producer Manufacturing"", ""country"": ""South Korea"", ""peRatio"": 29.60150856113696, ""industry"": ""Industrial Machinery"", ""marketCap"": 89022569361.0, ""dividendYield"": null}",2026-01-13 11:17:05.704995+00,
007860,KQ,,,"{""eps"": 4659.8932, ""name"": ""SEOYON CO. LTD"", ""sector"": ""Commercial Services"", ""country"": ""South Korea"", ""peRatio"": 2.1245122098506464, ""industry"": ""Miscellaneous Commercial Services"", ""marketCap"": 205567988262.0, ""dividendYield"": 2.1052632}",2026-01-13 11:17:05.170021+00,
007980,KQ,,,"{""eps"": 693.882, ""name"": ""TP Inc."", ""sector"": ""Process Industries"", ""country"": ""South Korea"", ""peRatio"": 2.648865369039693, ""industry"": ""Textiles"", ""marketCap"": 86743929108.0, ""dividendYield"": 2.736727}",2026-01-13 11:17:06.228243+00,
008040,KQ,,,"{""eps"": 176.706, ""name"": ""SAJODONGAONE CO., LTD."", ""sector"": ""Process Industries"", ""country"": ""South Korea"", ""peRatio"": 6.049596504929092, ""industry"": ""Agricultural Commodities/Milling"", ""marketCap"": 150107684097.0, ""dividendYield"": 1.8761727}",2026-01-13 11:17:06.463022+00,
008060,KQ,,,"{""eps"": 330.6118, ""name"": ""DAEDUCK Co., Ltd."", ""sector"": ""Electronic Technology"", ""country"": ""South Korea"", ""peRatio"": 29.158063928752693, ""industry"": ""Electronic Components"", ""marketCap"": 327717732735.0, ""dividendYield"": 5.235602}",2026-01-13 11:17:05.94968+00,
008250,KQ,,,"{""eps"": -593.0345, ""name"": ""Eagon Industrial Co., Ltd."", ""sector"": ""Non-Energy Minerals"", ""country"": ""South Korea"", ""peRatio"": null, ""industry"": ""Forest Products"", ""marketCap"": 42942329979.0, ""dividendYield"": 2.4038463}",2026-01-13 11:17:12.203916+00,
008260,KQ,,,"{""eps"": 632.2758, ""name"": ""N.I. Steel Co., Ltd."", ""sector"": ""Non-Energy Minerals"", ""country"": ""South Korea"", ""peRatio"": 5.361584295967044, ""industry"": ""Steel"", ""marketCap"": 95695902004.0, ""dividendYield"": 3.0075188}",2026-01-13 11:17:11.952549+00,
008290,KQ,,,"{""eps"": -79.186, ""name"": ""Wonpung Mulsan Co., Ltd."", ""sector"": ""Consumer Non-Durables"", ""country"": ""South Korea"", ""peRatio"": null, ""industry"": ""Apparel/Footwear"", ""marketCap"": 17700241562.0, ""dividendYield"": null}",2026-01-13 11:17:12.496297+00,
008350,KQ,,,"{""eps"": -226.7145, ""name"": ""Namsun Aluminum Co., Ltd."", ""sector"": ""Non-Energy Minerals"", ""country"": ""South Korea"", ""peRatio"": null, ""industry"": ""Aluminum"", ""marketCap"": 164469896389.0, ""dividendYield"": null}",2026-01-13 11:17:10.852546+00,
008355,KQ,,,"{""eps"": -226.7145, ""name"": ""Namsun Aluminum Co., Ltd. Non-Cum Pfd Registered Shs Non-Voting"", ""sector"": ""Non-Energy Minerals"", ""country"": ""South Korea"", ""peRatio"": null, ""industry"": ""Aluminum"", ""marketCap"": 164469896389.0, ""dividendYield"": null}",2026-01-13 11:17:11.277665+00,
008370,KQ,,,"{""eps"": 625.5309, ""name"": ""Wonpoong Corporation"", ""sector"": ""Process Industries"", ""country"": ""South Korea"", ""peRatio"": 7.67348183758788, ""industry"": ""Industrial Specialties"", ""marketCap"": 50410218148.0, ""dividendYield"": 5.13347}",2026-01-13 11:17:22.017204+00,
008420,KQ,,,"{""eps"": 214.7043, ""name"": ""Moonbae Steel Co., Ltd."", ""sector"": ""Non-Energy Minerals"", ""country"": ""South Korea"", ""peRatio"": 9.548015573046278, ""industry"": ""Steel"", ""marketCap"": 37692805424.0, ""dividendYield"": 2.4691358}",2026-01-13 11:17:22.524965+00,
008470,KQ,,,"{""eps"": 373.0592, ""name"": ""Booster Co., Ltd"", ""sector"": ""Producer Manufacturing"", ""country"": ""South Korea"", ""peRatio"": 10.440702172738268, ""industry"": ""Building Products"", ""marketCap"": 31559471765.0, ""dividendYield"": 1.2722646}",2026-01-13 11:17:22.288192+00,
008490,KQ,,,"{""eps"": 3549.6538, ""name"": ""Suheung Co. Ltd."", ""sector"": ""Process Industries"", ""country"": ""South Korea"", ""peRatio"": 5.648438165998048, ""industry"": ""Chemicals: Major Diversified"", ""marketCap"": 224606081963.0, ""dividendYield"": 0.96618354}",2026-01-13 11:17:21.755596+00,
008600,KQ,,,"{""eps"": -413.1819, ""name"": ""Willbes & Co., Ltd"", ""sector"": ""Consumer Non-Durables"", ""country"": ""South Korea"", ""peRatio"": null, ""industry"": ""Apparel/Footwear"", ""marketCap"": 20332012344.0, ""dividendYield"": null}",2026-01-13 11:17:20.937084+00,
008700,KQ,,,"{""eps"": 75.0189, ""name"": ""Anam Electronics Co., Ltd"", ""sector"": ""Consumer Durables"", ""country"": ""South Korea"", ""peRatio"": 18.79526359357442, ""industry"": ""Electronics/Appliances"", ""marketCap"": 109203803650.0, ""dividendYield"": null}",2026-01-13 11:17:25.243472+00,
008730,KQ,,,"{""eps"": -816.0335, ""name"": ""Youlchon Chemical Co., Ltd."", ""sector"": ""Process Industries"", ""country"": ""South Korea"", ""peRatio"": null, ""industry"": ""Containers/Packaging"", ""marketCap"": 636119980431.0, ""dividendYield"": 0.9823183}",2026-01-13 11:17:25.015814+00,
008830,KQ,,,"{""eps"": -451.2244, ""name"": ""DAEDONG GEAR Co., Ltd."", ""sector"": ""Producer Manufacturing"", ""country"": ""South Korea"", ""peRatio"": null, ""industry"": ""Auto Parts: OEM"", ""marketCap"": 156292960005.0, ""dividendYield"": 0.23215322}",2026-01-13 11:17:24.780317+00,
008870,KQ,,,"{""eps"": 2636.0738, ""name"": ""KUMBI Co., Ltd."", ""sector"": ""Process Industries"", ""country"": ""South Korea"", ""peRatio"": 19.08140811535701, ""industry"": ""Industrial Specialties"", ""marketCap"": 42152749091.0, ""dividendYield"": 2.4072218}",2026-01-13 11:17:25.474722+00,
008930,KQ,,,"{""eps"": 1109.6954, ""name"": ""Hanmi Science Co., Ltd"", ""sector"": ""Distribution Services"", ""country"": ""South Korea"", ""peRatio"": 32.936966306249445, ""industry"": ""Medical Distributors"", ""marketCap"": 2610363109589.0, ""dividendYield"": 0.5208334}",2026-01-13 11:17:24.552961+00,
008970,KQ,,,"{""eps"": -8.6923, ""name"": ""KBI Dong Yang Steel Pipe"", ""sector"": ""Non-Energy Minerals"", ""country"": ""South Korea"", ""peRatio"": null, ""industry"": ""Steel"", ""marketCap"": 176684288078.0, ""dividendYield"": null}",2026-01-13 11:17:30.078055+00,
009070,KQ,,,"{""eps"": 741.5832, ""name"": ""KCTC"", ""sector"": ""Transportation"", ""country"": ""South Korea"", ""peRatio"": 8.347006782246416, ""industry"": ""Marine Shipping"", ""marketCap"": 194686434288.0, ""dividendYield"": 1.1346445}",2026-01-13 11:17:29.555484+00,
009140,KQ,,,"{""eps"": 3340.4577, ""name"": ""Kyung In Electronics Co., Ltd."", ""sector"": ""Electronic Technology"", ""country"": ""South Korea"", ""peRatio"": 5.90637624299209, ""industry"": ""Electronic Components"", ""marketCap"": 26115866137.0, ""dividendYield"": 1.75}",2026-01-13 11:17:30.358664+00,
009150,KQ,,,"{""eps"": 9155.7458, ""name"": ""Samsung Electro-Mechanics Co., Ltd"", ""sector"": ""Electronic Technology"", ""country"": ""South Korea"", ""peRatio"": 31.564878089996775, ""industry"": ""Semiconductors"", ""marketCap"": 20637093753767.0, ""dividendYield"": 0.6766917}",2026-01-13 11:17:29.298344+00,
009155,KQ,,,"{""eps"": 9155.7458, ""name"": ""Samsung Electro-Mechanics Co Ltd Pfd Registered Shs Non-Voting"", ""sector"": ""Electronic Technology"", ""country"": ""South Korea"", ""peRatio"": 13.871070994566056, ""industry"": ""Semiconductors"", ""marketCap"": 20637093753767.0, ""dividendYield"": 1.5301902}",2026-01-13 11:17:29.788962+00,
009180,KQ,,,"{""eps"": 427.0708, ""name"": ""Hansol Logistics Co., Ltd."", ""sector"": ""Transportation"", ""country"": ""South Korea"", ""peRatio"": 6.345552072396427, ""industry"": ""Other Transportation"", ""marketCap"": 76847140160.0, ""dividendYield"": 7.3529415}",2026-01-13 11:17:32.777753+00,
009190,KQ,,,"{""eps"": -283.9409, ""name"": ""Daiyang Metal Co., Ltd."", ""sector"": ""Non-Energy Minerals"", ""country"": ""South Korea"", ""peRatio"": null, ""industry"": ""Steel"", ""marketCap"": 53855388088.0, ""dividendYield"": null}",2026-01-13 11:17:32.978649+00,
009200,KQ,,,"{""eps"": 68.2624, ""name"": ""Moorim Paper Co., Ltd"", ""sector"": ""Process Industries"", ""country"": ""South Korea"", ""peRatio"": 27.877718919932494, ""industry"": ""Pulp & Paper"", ""marketCap"": 79473782387.0, ""dividendYield"": 5.2110476}",2026-01-13 11:17:32.563703+00,
009240,KQ,,,"{""eps"": 2291.258, ""name"": ""Hanssem Co., Ltd"", ""sector"": ""Consumer Durables"", ""country"": ""South Korea"", ""peRatio"": 18.709314907827487, ""industry"": ""Home Furnishings"", ""marketCap"": 703853683472.0, ""dividendYield"": null}",2026-01-13 11:17:32.152973+00,
009270,KQ,,,"{""eps"": -26.488, ""name"": ""Shinwon Corporation"", ""sector"": ""Consumer Non-Durables"", ""country"": ""South Korea"", ""peRatio"": null, ""industry"": ""Apparel/Footwear"", ""marketCap"": 125869972458.0, ""dividendYield"": 4.830918}",2026-01-13 11:17:32.351806+00,
009290,KQ,,,"{""eps"": 738.1035, ""name"": ""Kwang Dong Pharmaceutical Co., Ltd."", ""sector"": ""Health Technology"", ""country"": ""South Korea"", ""peRatio"": 7.83088008660032, ""industry"": ""Pharmaceuticals: Other"", ""marketCap"": 240321581268.0, ""dividendYield"": 0.0}",2026-01-13 11:17:35.543023+00,
009300,KQ,,,"{""eps"": 2160.5595, ""name"": ""Sam-A Pharm. Co., Ltd."", ""sector"": ""Health Technology"", ""country"": ""South Korea"", ""peRatio"": 7.044471582476669, ""industry"": ""Pharmaceuticals: Major"", ""marketCap"": 92709758592.0, ""dividendYield"": 5.2253428}",2026-01-13 11:17:35.795501+00,
009310,KQ,,,"{""eps"": -1287.2337, ""name"": ""Charm Engineering Co., Ltd"", ""sector"": ""Producer Manufacturing"", ""country"": ""South Korea"", ""peRatio"": null, ""industry"": ""Industrial Machinery"", ""marketCap"": 16915029812.0, ""dividendYield"": null}",2026-01-13 11:17:36.027472+00,
009320,KQ,,,"{""eps"": 111.1178, ""name"": ""AJIN ELECTRONIC COMPONENTS CO. LTD"", ""sector"": ""Electronic Technology"", ""country"": ""South Korea"", ""peRatio"": 9.935401888806293, ""industry"": ""Electronic Components"", ""marketCap"": 52553555199.0, ""dividendYield"": null}",2026-01-13 11:17:35.303523+00,
009450,KQ,,,"{""eps"": 8282.5022, ""name"": ""Kyung Dong Navien Co., Ltd."", ""sector"": ""Consumer Durables"", ""country"": ""South Korea"", ""peRatio"": 6.6405053294160306, ""industry"": ""Electronics/Appliances"", ""marketCap"": 787684761524.0, ""dividendYield"": 1.1363636}",2026-01-13 11:17:54.724222+00,
009460,KQ,,,"{""eps"": -75.1297, ""name"": ""Hanchang Paper Co., Ltd"", ""sector"": ""Process Industries"", ""country"": ""South Korea"", ""peRatio"": null, ""industry"": ""Pulp & Paper"", ""marketCap"": 31146426796.0, ""dividendYield"": null}",2026-01-13 11:17:55.18272+00,
009470,KQ,,,"{""eps"": 1335.59, ""name"": ""Samwha Electric Co., Ltd"", ""sector"": ""Electronic Technology"", ""country"": ""South Korea"", ""peRatio"": 22.79891284001827, ""industry"": ""Electronic Components"", ""marketCap"": 201721497774.0, ""dividendYield"": 1.6920474}",2026-01-13 11:17:54.960209+00,
009520,KQ,,,"{""eps"": -85.9472, ""name"": ""POSCO M-TECH Co., Ltd."", ""sector"": ""Process Industries"", ""country"": ""South Korea"", ""peRatio"": null, ""industry"": ""Containers/Packaging"", ""marketCap"": 647495109558.0, ""dividendYield"": 0.13289036}",2026-01-13 11:17:54.536993+00,
009540,KQ,,,"{""eps"": 28641.2257, ""name"": ""HD KOREA SHIPBUILDING & OFFSHORE ENGINEERING CO. LTD."", ""sector"": ""Producer Manufacturing"", ""country"": ""South Korea"", ""peRatio"": 16.14805193200932, ""industry"": ""Trucks/Construction/Farm Machinery"", ""marketCap"": 31856940872192.0, ""dividendYield"": 0.0}",2026-01-13 11:17:53.857178+00,
009580,KQ,,,"{""eps"": -201.3636, ""name"": ""Moorim P&P Co., Ltd."", ""sector"": ""Process Industries"", ""country"": ""South Korea"", ""peRatio"": null, ""industry"": ""Pulp & Paper"", ""marketCap"": 153726710701.0, ""dividendYield"": 4.1753654}",2026-01-13 11:18:04.625126+00,
009680,KQ,,,"{""eps"": 1405.6336, ""name"": ""Motonic Corporation"", ""sector"": ""Producer Manufacturing"", ""country"": ""South Korea"", ""peRatio"": 7.178257548766621, ""industry"": ""Auto Parts: OEM"", ""marketCap"": 214546016235.0, ""dividendYield"": 6.0240965}",2026-01-13 11:18:03.711318+00,
009770,KQ,,,"{""eps"": 10526.8722, ""name"": ""Sam Jung Pulp Co., Ltd"", ""sector"": ""Process Industries"", ""country"": ""South Korea"", ""peRatio"": 2.9163458448749857, ""industry"": ""Pulp & Paper"", ""marketCap"": 78249089575.0, ""dividendYield"": 3.3500838}",2026-01-13 11:18:05.025013+00,
009780,KQ,,,"{""eps"": 1374.9431, ""name"": ""MSC Co., Ltd"", ""sector"": ""Consumer Non-Durables"", ""country"": ""South Korea"", ""peRatio"": 5.3020375897737155, ""industry"": ""Food: Specialty/Candy"", ""marketCap"": 130240002823.0, ""dividendYield"": 1.4647137}",2026-01-13 11:18:04.366804+00,
009810,KQ,,,"{""eps"": 82.2675, ""name"": ""Playgram Co., Ltd."", ""sector"": ""Producer Manufacturing"", ""country"": ""South Korea"", ""peRatio"": 2.9537788312517095, ""industry"": ""Miscellaneous Manufacturing"", ""marketCap"": 37210081558.0, ""dividendYield"": null}",2026-01-13 11:18:04.818468+00,
009830,KQ,,,"{""eps"": -2581.5856, ""name"": ""HANWHA SOLUTIONS CORPORATION"", ""sector"": ""Electronic Technology"", ""country"": ""South Korea"", ""peRatio"": null, ""industry"": ""Semiconductors"", ""marketCap"": 4615973593009.0, ""dividendYield"": 1.1494253}",2026-01-13 11:18:06.858589+00,
009835,KQ,,,"{""eps"": -2581.5856, ""name"": ""HANWHA SOLUTIONS CORPORATION Pfd Registered Shs Non-Voting"", ""sector"": ""Electronic Technology"", ""country"": ""South Korea"", ""peRatio"": null, ""industry"": ""Semiconductors"", ""marketCap"": 4615973593009.0, ""dividendYield"": 1.728395}",2026-01-13 11:18:07.549252+00,
009970,KQ,,,"{""eps"": 27952.5494, ""name"": ""Youngone Holdings Co., Ltd."", ""sector"": ""Consumer Non-Durables"", ""country"": ""South Korea"", ""peRatio"": 6.736415963547139, ""industry"": ""Apparel/Footwear"", ""marketCap"": 2152708662986.9998, ""dividendYield"": 2.8397028}",2026-01-13 11:18:07.326947+00,
010040,KQ,,,"{""eps"": -414.9676, ""name"": ""Korea Refractories Co., Ltd."", ""sector"": ""Non-Energy Minerals"", ""country"": ""South Korea"", ""peRatio"": null, ""industry"": ""Construction Materials"", ""marketCap"": 72823247223.0, ""dividendYield"": 4.8543687}",2026-01-13 11:18:07.756538+00,
010100,KQ,,,"{""eps"": 979.4904, ""name"": ""KOREA MOVENEX CO. LTD."", ""sector"": ""Producer Manufacturing"", ""country"": ""South Korea"", ""peRatio"": 5.441605144879419, ""industry"": ""Auto Parts: OEM"", ""marketCap"": 163214253235.0, ""dividendYield"": 2.0408163}",2026-01-13 11:18:07.101962+00,
010120,KQ,,,"{""eps"": 8954.564, ""name"": ""LS Electric Co., Ltd."", ""sector"": ""Producer Manufacturing"", ""country"": ""South Korea"", ""peRatio"": 55.44658567407637, ""industry"": ""Electrical Products"", ""marketCap"": 14733457641602.0, ""dividendYield"": 0.6092437}",2026-01-13 11:18:10.137645+00,
010130,KQ,,,"{""eps"": 17445.2822, ""name"": ""Korea Zinc Co., Ltd."", ""sector"": ""Non-Energy Minerals"", ""country"": ""South Korea"", ""peRatio"": 76.23837692920782, ""industry"": ""Other Metals/Minerals"", ""marketCap"": 24635024673462.0, ""dividendYield"": 1.7513136}",2026-01-13 11:18:09.783134+00,
