id,exchange,model_name,start_date,end_date,total_trades,win_rate,avg_return_per_trade,net_profit,trades_log,created_at,is_public,status,status_msg,profit_pct,benchmark_return_pct,alpha_pct,benchmark_name,pre_council_trades,post_council_trades,pre_council_win_rate,post_council_win_rate,pre_council_profit_pct,post_council_profit_pct,council_model,capital,meta_threshold,council_threshold,target_pct,stop_loss_pct
066eaeee-4c06-4935-9218-cae94abbdfb4,CRYPTO,KING_CRYPTO 👑.pkl,2025-09-01,2025-10-01,35,28.6000,0.1400,749.00,"[{""date"": ""08/09/2025"", ""exit"": 0.2386613, ""Score"": 1.0, ""entry"": 0.23171, ""votes"": {}, ""result"": ""TARGET HIT 🎯"", ""status"": ""Accepted"", ""symbol"": ""DOGE/USD"", ""pnl_pct"": 0.03, ""Exit_Day"": ""Monday"", ""Entry_Day"": ""Monday"", ""Exit_Date"": ""2025-09-08"", ""Entry_Date"": ""2025-09-08"", ""Fund_Score"": null, ""Profit_Cash"": 450.0, ""Radar_Score"": 0.8888, ""Sizing_Score"": 1.0, ""Position_Cash"": 15000.0, ""Size_Multiplier"": 1.5, ""Validator_Score"": null, ""Cumulative_Profit"": 450.0}, {""date"": ""09/09/2025"", ""exit"": 0.098208, ""Score"": 1.0, ""entry"": 0.0992, ""votes"": {}, ""result"": ""STOP LOSS ❌"", ""status"": ""Accepted"", ""symbol"": ""GRT/USD"", ""pnl_pct"": -0.01, ""Exit_Day"": ""Tuesday"", ""Entry_Day"": ""Tuesday"", ""Exit_Date"": ""2025-09-09"", ""Entry_Date"": ""2025-09-09"", ""Fund_Score"": null, ""Profit_Cash"": -150.0, ""Radar_Score"": 0.892, ""Sizing_Score"": 1.0, ""Position_Cash"": 15000.0, ""Size_Multiplier"": 1.5, ""Validator_Score"": null, ""Cumulative_Profit"": 300.0}, {""date"": ""09/09/2025"", ""exit"": 0.096921, ""Score"": 1.0, ""entry"": 0.0979, ""votes"": {}, ""result"": ""STOP LOSS ❌"", ""status"": ""Accepted"", ""symbol"": ""GRT/USD"", ""pnl_pct"": -0.01, ""Exit_Day"": ""Tuesday"", ""Entry_Day"": ""Tuesday"", ""Exit_Date"": ""2025-09-09"", ""Entry_Date"": ""2025-09-09"", ""Fund_Score"": null, ""Profit_Cash"": -150.0, ""Radar_Score"": 0.8927, ""Sizing_Score"": 1.0, ""Position_Cash"": 15000.0, ""Size_Multiplier"": 1.5, ""Validator_Score"": null, ""Cumulative_Profit"": 150.0}, {""date"": ""09/09/2025"", ""exit"": 0.097438, ""Score"": 1.0, ""entry"": 0.0946, ""votes"": {}, ""result"": ""TARGET HIT 🎯"", ""status"": ""Accepted"", ""symbol"": ""GRT/USD"", ""pnl_pct"": 0.03, ""Exit_Day"": ""Tuesday"", ""Entry_Day"": ""Tuesday"", ""Exit_Date"": ""2025-09-09"", ""Entry_Date"": ""2025-09-09"", ""Fund_Score"": null, ""Profit_Cash"": 450.0, ""Radar_Score"": 0.8879, ""Sizing_Score"": 1.0, ""Position_Cash"": 15000.0, ""Size_Multiplier"": 1.5, ""Validator_Score"": null, ""Cumulative_Profit"": 600.0}, {""date"": ""09/09/2025"", ""exit"": 0.095436, ""Score"": 1.0, ""entry"": 0.0964, ""votes"": {}, ""result"": ""STOP LOSS ❌"", ""status"": ""Accepted"", ""symbol"": ""GRT/USD"", ""pnl_pct"": -0.01, ""Exit_Day"": ""Tuesday"", ""Entry_Day"": ""Tuesday"", ""Exit_Date"": ""2025-09-09"", ""Entry_Date"": ""2025-09-09"", ""Fund_Score"": null, ""Profit_Cash"": -150.0, ""Radar_Score"": 0.8849, ""Sizing_Score"": 1.0, ""Position_Cash"": 15000.0, ""Size_Multiplier"": 1.5, ""Validator_Score"": null, ""Cumulative_Profit"": 450.0}, {""date"": ""10/09/2025"", ""exit"": 0.097119, ""Score"": 1.0, ""entry"": 0.0981, ""votes"": {}, ""result"": ""STOP LOSS ❌"", ""status"": ""Accepted"", ""symbol"": ""GRT/USD"", ""pnl_pct"": -0.01, ""Exit_Day"": ""Wednesday"", ""Entry_Day"": ""Wednesday"", ""Exit_Date"": ""2025-09-10"", ""Entry_Date"": ""2025-09-10"", ""Fund_Score"": null, ""Profit_Cash"": -150.0, ""Radar_Score"": 0.8953, ""Sizing_Score"": 1.0, ""Position_Cash"": 15000.0, ""Size_Multiplier"": 1.5, ""Validator_Score"": null, ""Cumulative_Profit"": 300.0}, {""date"": ""12/09/2025"", ""exit"": 0.757746, ""Score"": 1.0, ""entry"": 0.7654, ""votes"": {}, ""result"": ""STOP LOSS ❌"", ""status"": ""Accepted"", ""symbol"": ""XTZ/USD"", ""pnl_pct"": -0.01, ""Exit_Day"": ""Friday"", ""Entry_Day"": ""Friday"", ""Exit_Date"": ""2025-09-12"", ""Entry_Date"": ""2025-09-12"", ""Fund_Score"": null, ""Profit_Cash"": -150.0, ""Radar_Score"": 0.8886, ""Sizing_Score"": 1.0, ""Position_Cash"": 15000.0, ""Size_Multiplier"": 1.5, ""Validator_Score"": null, ""Cumulative_Profit"": 150.0}, {""date"": ""12/09/2025"", ""exit"": 0.2789652, ""Score"": 1.0, ""entry"": 0.27084, ""votes"": {}, ""result"": ""TARGET HIT 🎯"", ""status"": ""Accepted"", ""symbol"": ""DOGE/USD"", ""pnl_pct"": 0.03, ""Exit_Day"": ""Saturday"", ""Entry_Day"": ""Friday"", ""Exit_Date"": ""2025-09-13"", ""Entry_Date"": ""2025-09-12"", ""Fund_Score"": null, ""Profit_Cash"": 450.0, ""Radar_Score"": 0.8902, ""Sizing_Score"": 1.0, ""Position_Cash"": 15000.0, ""Size_Multiplier"": 1.5, ""Validator_Score"": null, ""Cumulative_Profit"": 600.0}, {""date"": ""12/09/2025"", ""exit"": 0.2583702, ""Score"": 1.0, ""entry"": 0.26098, ""votes"": {}, ""result"": ""STOP LOSS ❌"", ""status"": ""Accepted"", ""symbol"": ""DOGE/USD"", ""pnl_pct"": -0.01, ""Exit_Day"": ""Friday"", ""Entry_Day"": ""Friday"", ""Exit_Date"": ""2025-09-12"", ""Entry_Date"": ""2025-09-12"", ""Fund_Score"": null, ""Profit_Cash"": -150.0, ""Radar_Score"": 0.884, ""Sizing_Score"": 1.0, ""Position_Cash"": 15000.0, ""Size_Multiplier"": 1.5, ""Validator_Score"": null, ""Cumulative_Profit"": 450.0}, {""date"": ""12/09/2025"", ""exit"": 0.772398, ""Score"": 1.0, ""entry"": 0.7802, ""votes"": {}, ""result"": ""STOP LOSS ❌"", ""status"": ""Accepted"", ""symbol"": ""XTZ/USD"", ""pnl_pct"": -0.01, ""Exit_Day"": ""Friday"", ""Entry_Day"": ""Friday"", ""Exit_Date"": ""2025-09-12"", ""Entry_Date"": ""2025-09-12"", ""Fund_Score"": null, ""Profit_Cash"": -150.0, ""Radar_Score"": 0.886, ""Sizing_Score"": 1.0, ""Position_Cash"": 15000.0, ""Size_Multiplier"": 1.5, ""Validator_Score"": null, ""Cumulative_Profit"": 300.0}, {""date"": ""13/09/2025"", ""exit"": 4.49361, ""Score"": 1.0, ""entry"": 4.539, ""votes"": {}, ""result"": ""STOP LOSS ❌"", ""status"": ""Accepted"", ""symbol"": ""DOT/USD"", ""pnl_pct"": -0.01, ""Exit_Day"": ""Saturday"", ""Entry_Day"": ""Saturday"", ""Exit_Date"": ""2025-09-13"", ""Entry_Date"": ""2025-09-13"", ""Fund_Score"": null, ""Profit_Cash"": -150.0, ""Radar_Score"": 0.8863, ""Sizing_Score"": 1.0, ""Position_Cash"": 15000.0, ""Size_Multiplier"": 1.5, ""Validator_Score"": null, ""Cumulative_Profit"": 150.0}, {""date"": ""13/09/2025"", ""exit"": 4.46589, ""Score"": 1.0, ""entry"": 4.511, ""votes"": {}, ""result"": ""STOP LOSS ❌"", ""status"": ""Accepted"", ""symbol"": ""DOT/USD"", ""pnl_pct"": -0.01, ""Exit_Day"": ""Saturday"", ""Entry_Day"": ""Saturday"", ""Exit_Date"": ""2025-09-13"", ""Entry_Date"": ""2025-09-13"", ""Fund_Score"": null, ""Profit_Cash"": -150.0, ""Radar_Score"": 0.8839, ""Sizing_Score"": 1.0, ""Position_Cash"": 15000.0, ""Size_Multiplier"": 1.5, ""Validator_Score"": null, ""Cumulative_Profit"": 0.0}, {""date"": ""13/09/2025"", ""exit"": 0.2886987, ""Score"": 1.0, ""entry"": 0.28029, ""votes"": {}, ""result"": ""TARGET HIT 🎯"", ""status"": ""Accepted"", ""symbol"": ""DOGE/USD"", ""pnl_pct"": 0.03, ""Exit_Day"": ""Saturday"", ""Entry_Day"": ""Saturday"", ""Exit_Date"": ""2025-09-13"", ""Entry_Date"": ""2025-09-13"", ""Fund_Score"": null, ""Profit_Cash"": 450.0, ""Radar_Score"": 0.8824, ""Sizing_Score"": 1.0, ""Position_Cash"": 15000.0, ""Size_Multiplier"": 1.5, ""Validator_Score"": null, ""Cumulative_Profit"": 450.0}, {""date"": ""13/09/2025"", ""exit"": 0.3027273, ""Score"": 1.0, ""entry"": 0.29391, ""votes"": {}, ""result"": ""TARGET HIT 🎯"", ""status"": ""Accepted"", ""symbol"": ""DOGE/USD"", ""pnl_pct"": 0.03, ""Exit_Day"": ""Saturday"", ""Entry_Day"": ""Saturday"", ""Exit_Date"": ""2025-09-13"", ""Entry_Date"": ""2025-09-13"", ""Fund_Score"": null, ""Profit_Cash"": 450.0, ""Radar_Score"": 0.896, ""Sizing_Score"": 1.0, ""Position_Cash"": 15000.0, ""Size_Multiplier"": 1.5, ""Validator_Score"": null, ""Cumulative_Profit"": 900.0}, {""date"": ""13/09/2025"", ""exit"": 0.2939508, ""Score"": 1.0, ""entry"": 0.29692, ""votes"": {}, ""result"": ""STOP LOSS ❌"", ""status"": ""Accepted"", ""symbol"": ""DOGE/USD"", ""pnl_pct"": -0.01, ""Exit_Day"": ""Saturday"", ""Entry_Day"": ""Saturday"", ""Exit_Date"": ""2025-09-13"", ""Entry_Date"": ""2025-09-13"", ""Fund_Score"": null, ""Profit_Cash"": -150.0, ""Radar_Score"": 0.8959, ""Sizing_Score"": 1.0, ""Position_Cash"": 15000.0, ""Size_Multiplier"": 1.5, ""Validator_Score"": null, ""Cumulative_Profit"": 750.0}, {""date"": ""13/09/2025"", ""exit"": 0.2842092, ""Score"": 1.0, ""entry"": 0.28708, ""votes"": {}, ""result"": ""STOP LOSS ❌"", ""status"": ""Accepted"", ""symbol"": ""DOGE/USD"", ""pnl_pct"": -0.01, ""Exit_Day"": ""Saturday"", ""Entry_Day"": ""Saturday"", ""Exit_Date"": ""2025-09-13"", ""Entry_Date"": ""2025-09-13"", ""Fund_Score"": null, ""Profit_Cash"": -150.0, ""Radar_Score"": 0.9049, ""Sizing_Score"": 1.0, ""Position_Cash"": 15000.0, ""Size_Multiplier"": 1.5, ""Validator_Score"": null, ""Cumulative_Profit"": 600.0}, {""date"": ""13/09/2025"", ""exit"": 0.283239, ""Score"": 1.0, ""entry"": 0.2861, ""votes"": {}, ""result"": ""STOP LOSS ❌"", ""status"": ""Accepted"", ""symbol"": ""DOGE/USD"", ""pnl_pct"": -0.01, ""Exit_Day"": ""Sunday"", ""Entry_Day"": ""Saturday"", ""Exit_Date"": ""2025-09-14"", ""Entry_Date"": ""2025-09-13"", ""Fund_Score"": null, ""Profit_Cash"": -150.0, ""Radar_Score"": 0.8874, ""Sizing_Score"": 1.0, ""Position_Cash"": 15000.0, ""Size_Multiplier"": 1.5, ""Validator_Score"": null, ""Cumulative_Profit"": 450.0}, {""date"": ""14/09/2025"", ""exit"": 0.2834865, ""Score"": 1.0, ""entry"": 0.28635, ""votes"": {}, ""result"": ""STOP LOSS ❌"", ""status"": ""Accepted"", ""symbol"": ""DOGE/USD"", ""pnl_pct"": -0.01, ""Exit_Day"": ""Sunday"", ""Entry_Day"": ""Sunday"", ""Exit_Date"": ""2025-09-14"", ""Entry_Date"": ""2025-09-14"", ""Fund_Score"": null, ""Profit_Cash"": -150.0, ""Radar_Score"": 0.8808, ""Sizing_Score"": 1.0, ""Position_Cash"": 15000.0, ""Size_Multiplier"": 1.5, ""Validator_Score"": null, ""Cumulative_Profit"": 300.0}, {""date"": ""15/09/2025"", ""exit"": 0.2655972, ""Score"": 1.0, ""entry"": 0.26828, ""votes"": {}, ""result"": ""STOP LOSS ❌"", ""status"": ""Accepted"", ""symbol"": ""DOGE/USD"", ""pnl_pct"": -0.01, ""Exit_Day"": ""Monday"", ""Entry_Day"": ""Monday"", ""Exit_Date"": ""2025-09-15"", ""Entry_Date"": ""2025-09-15"", ""Fund_Score"": null, ""Profit_Cash"": -150.0, ""Radar_Score"": 0.8826, ""Sizing_Score"": 1.0, ""Position_Cash"": 15000.0, ""Size_Multiplier"": 1.5, ""Validator_Score"": null, ""Cumulative_Profit"": 150.0}, {""date"": ""17/09/2025"", ""exit"": 0.2786652, ""Score"": 1.0, ""entry"": 0.28148, ""votes"": {}, ""result"": ""STOP LOSS ❌"", ""status"": ""Accepted"", ""symbol"": ""DOGE/USD"", ""pnl_pct"": -0.01, ""Exit_Day"": ""Thursday"", ""Entry_Day"": ""Wednesday"", ""Exit_Date"": ""2025-09-18"", ""Entry_Date"": ""2025-09-17"", ""Fund_Score"": null, ""Profit_Cash"": -150.0, ""Radar_Score"": 0.8807, ""Sizing_Score"": 1.0, ""Position_Cash"": 15000.0, ""Size_Multiplier"": 1.5, ""Validator_Score"": null, ""Cumulative_Profit"": 0.0}, {""date"": ""18/09/2025"", ""exit"": 0.808344, ""Score"": 1.0, ""entry"": 0.7848, ""votes"": {}, ""result"": ""TARGET HIT 🎯"", ""status"": ""Accepted"", ""symbol"": ""CRV/USD"", ""pnl_pct"": 0.03, ""Exit_Day"": ""Thursday"", ""Entry_Day"": ""Thursday"", ""Exit_Date"": ""2025-09-18"", ""Entry_Date"": ""2025-09-18"", ""Fund_Score"": null, ""Profit_Cash"": 450.0, ""Radar_Score"": 0.8843, ""Sizing_Score"": 1.0, ""Position_Cash"": 15000.0, ""Size_Multiplier"": 1.5, ""Validator_Score"": null, ""Cumulative_Profit"": 450.0}, {""date"": ""18/09/2025"", ""exit"": 0.797529, ""Score"": 1.0, ""entry"": 0.7743, ""votes"": {}, ""result"": ""TARGET HIT 🎯"", ""status"": ""Accepted"", ""symbol"": ""CRV/USD"", ""pnl_pct"": 0.03, ""Exit_Day"": ""Thursday"", ""Entry_Day"": ""Thursday"", ""Exit_Date"": ""2025-09-18"", ""Entry_Date"": ""2025-09-18"", ""Fund_Score"": null, ""Profit_Cash"": 450.0, ""Radar_Score"": 0.89, ""Sizing_Score"": 1.0, ""Position_Cash"": 15000.0, ""Size_Multiplier"": 1.5, ""Validator_Score"": null, ""Cumulative_Profit"": 900.0}, {""date"": ""...",2026-02-12 20:14:48.130993+00,false,completed,Simulation finished successfully.,0.7500,,,EGX30,35,35,28.6,28.6,0.75,0.75,,100000.00,0.88,0.10,0.0300,0.0100
0a60d991-2f45-4986-9532-f3102b034d90,CRYPTO,CRISTAL_CRYPTO 💎.pkl,2026-01-01,2026-02-01,1,0.0000,-5.0000,-750.00,"[{""date"": ""09/01/2026"", ""exit"": 0.0416955, ""Score"": 1.0, ""entry"": 0.04389, ""votes"": {}, ""result"": ""STOP LOSS ❌"", ""status"": ""Accepted"", ""symbol"": ""GRT/USD"", ""pnl_pct"": -0.05, ""Exit_Day"": ""Friday"", ""Entry_Day"": ""Friday"", ""Exit_Date"": ""2026-01-09"", ""Entry_Date"": ""2026-01-09"", ""Fund_Score"": null, ""Profit_Cash"": -750.0, ""Radar_Score"": 0.9014, ""Sizing_Score"": 1.0, ""Position_Cash"": 15000.0, ""Size_Multiplier"": 1.5, ""Validator_Score"": null, ""Cumulative_Profit"": -750.0}]",2026-02-19 22:26:01.822543+00,false,completed,Simulation finished successfully.,-0.7500,,,EGX30,1,1,0,0,-0.75,-0.75,,100000.00,0.90,0.10,0.1500,0.0500
