symbol,exchange,name,country,data,updated_at,fund_score
QQQ,BA,,,"{""eps"": null, ""name"": ""Invesco QQQ Trust Series I Shs Cert Deposito Arg Repr 0.05 Sh"", ""sector"": ""Miscellaneous"", ""peRatio"": null, ""industry"": ""Investment Trusts/Mutual Funds"", ""marketCap"": null, ""dividendYield"": 0.33880562}",2026-01-13 21:11:36.273847+00,
RACC,EGX,,,"{""eps"": null, ""name"": ""Raya Contact Center"", ""sector"": ""Commercial Services"", ""peRatio"": null, ""industry"": ""Miscellaneous Commercial Services"", ""marketCap"": 1661496264.0, ""dividendYield"": null}",2026-01-13 21:18:54.26414+00,
RAKT,EGX,,,"{""eps"": null, ""name"": ""Rakta Paper Manufacturing"", ""sector"": ""Process Industries"", ""peRatio"": null, ""industry"": ""Pulp & Paper"", ""marketCap"": 713999977.0, ""dividendYield"": null}",2026-01-13 21:18:54.730974+00,
RAYA,EGX,,,"{""eps"": null, ""name"": ""Raya Holding for Financial Investments SAE"", ""sector"": ""Technology Services"", ""peRatio"": null, ""industry"": ""Information Technology Services"", ""marketCap"": 16268931632.0, ""dividendYield"": 1.0526315}",2026-01-13 21:18:56.453922+00,
REGE,BA,,,"{""eps"": -183.5924, ""name"": ""Garcia Reguera SA"", ""sector"": ""Retail Trade"", ""peRatio"": null, ""industry"": ""Specialty Stores"", ""marketCap"": 17000000000.0, ""dividendYield"": 3.529412}",2026-01-13 21:11:37.078607+00,
RICH,BA,,,"{""eps"": -6.0052, ""name"": ""Laboratorios Richmond SACIF Class B"", ""sector"": ""Health Technology"", ""peRatio"": null, ""industry"": ""Pharmaceuticals: Major"", ""marketCap"": 155850369618.0, ""dividendYield"": 1.3932477}",2026-01-13 21:11:41.645873+00,
RIGO,BA,,,"{""eps"": 4.1778, ""name"": ""Rigolleau SA Class B"", ""sector"": ""Process Industries"", ""peRatio"": 149.3609076547465, ""industry"": ""Industrial Specialties"", ""marketCap"": 90806803864.0, ""dividendYield"": null}",2026-01-13 21:11:41.915072+00,
RIO,BA,,,"{""eps"": 813.4462, ""name"": ""Rio Tinto PLC ADR Cert Deposito Arg Repr 0.125 ADRs"", ""sector"": ""Non-Energy Minerals"", ""peRatio"": 19.818239493762892, ""industry"": ""Other Metals/Minerals"", ""marketCap"": 204167169037652.0, ""dividendYield"": 3.1482291}",2026-01-13 21:11:40.777523+00,
RMDA,EGX,,,"{""eps"": null, ""name"": ""Tenth of Ramadan Pharmaceutical Industries & Diagnostic-Rameda"", ""sector"": ""Health Technology"", ""peRatio"": null, ""industry"": ""Pharmaceuticals: Major"", ""marketCap"": 6440000057.0, ""dividendYield"": 2.4844718}",2026-01-13 21:18:56.704784+00,
RMTV,EGX,,,"{""eps"": 22.74, ""name"": null, ""country"": ""Egypt"", ""peRatio"": -18.46, ""currency"": ""EGP"", ""marketCap"": 721125000.0}",2026-01-14 17:13:02.961369+00,
ROSE,BA,,,"{""eps"": -77.2626, ""name"": ""Instituto Rosenbusch SA Class B"", ""sector"": ""Health Technology"", ""peRatio"": null, ""industry"": ""Pharmaceuticals: Major"", ""marketCap"": 9772893093.0, ""dividendYield"": null}",2026-01-13 21:11:41.346801+00,
ROTO,EGX,,,"{""eps"": null, ""name"": ""Rowad Tourism (Al Rowad) Co"", ""sector"": ""Finance"", ""peRatio"": null, ""industry"": ""Real Estate Development"", ""marketCap"": 591197997.0, ""dividendYield"": null}",2026-01-13 21:18:56.992562+00,
RREI,EGX,,,"{""eps"": null, ""name"": ""Arab Real Estate Investment Co."", ""sector"": ""Consumer Durables"", ""peRatio"": null, ""industry"": ""Homebuilding"", ""marketCap"": 783551997.0, ""dividendYield"": null}",2026-01-13 21:18:59.457272+00,
RTVC,EGX,,,"{""eps"": null, ""name"": ""Remco for Touristic Villages Construction"", ""sector"": ""Industrial Services"", ""peRatio"": null, ""industry"": ""Engineering & Construction"", ""marketCap"": 910683917.0, ""dividendYield"": null}",2026-01-13 21:18:59.960319+00,
RUBX,EGX,,,"{""eps"": null, ""name"": ""Rubex International for Plastic & Acrylic Manufacturing"", ""sector"": ""Consumer Durables"", ""peRatio"": null, ""industry"": ""Home Furnishings"", ""marketCap"": 602895493.0, ""dividendYield"": null}",2026-01-13 21:19:00.241388+00,
SAIB,EGX,,,"{""eps"": 33.7196353281, ""name"": ""Societe Arabe Internationale de Banque"", ""sector"": ""Finance"", ""peRatio"": 3.1667417079393663, ""industry"": ""Regional Banks"", ""marketCap"": 3356380230.41286, ""dividendYield"": 24.570324}",2026-01-13 21:19:00.467469+00,
SAMI,BA,,,"{""eps"": -164.5072, ""name"": ""S.A. San Miguel A.G.I.C.I. y F. Class B"", ""sector"": ""Process Industries"", ""peRatio"": null, ""industry"": ""Agricultural Commodities/Milling"", ""marketCap"": 107224525961.0, ""dividendYield"": null}",2026-01-13 21:11:41.070812+00,
SAUD,EGX,,,"{""eps"": 4.4428, ""name"": ""Al Baraka Bank Egypt"", ""sector"": ""Finance"", ""peRatio"": 3.567570000900333, ""industry"": ""Regional Banks"", ""marketCap"": 11379726624.0, ""dividendYield"": 5.43131}",2026-01-13 21:18:59.707748+00,
SCEM,EGX,,,"{""eps"": null, ""name"": ""Sinai Cement Co."", ""sector"": ""Non-Energy Minerals"", ""peRatio"": null, ""industry"": ""Construction Materials"", ""marketCap"": 15779154404.0, ""dividendYield"": null}",2026-01-13 21:19:02.477922+00,
SCFM,EGX,,,"{""eps"": null, ""name"": ""South Cairo & Giza Mills & Bakeries"", ""sector"": ""Process Industries"", ""peRatio"": null, ""industry"": ""Agricultural Commodities/Milling"", ""marketCap"": 1554000000.0, ""dividendYield"": null}",2026-01-13 21:19:02.958932+00,
SCTS,EGX,,,"{""eps"": null, ""name"": ""Sues Canal Co. for Technology Settling"", ""sector"": ""Commercial Services"", ""peRatio"": null, ""industry"": ""Miscellaneous Commercial Services"", ""marketCap"": 26229194331.0, ""dividendYield"": 0.35002598}",2026-01-13 21:19:03.188603+00,
SDTI,EGX,,,"{""eps"": null, ""name"": ""Sharm Dreams Co. for Tourism Investment"", ""sector"": ""Consumer Services"", ""peRatio"": null, ""industry"": ""Hotels/Resorts/Cruise lines"", ""marketCap"": 1367554751.0, ""dividendYield"": null}",2026-01-13 21:19:02.719485+00,
SEIG,EGX,,,"{""eps"": null, ""name"": ""Saudi Egyptian Investment & Finance Co. SAE"", ""sector"": ""Finance"", ""peRatio"": null, ""industry"": ""Investment Managers"", ""marketCap"": 407799988.0, ""dividendYield"": 1.1568049}",2026-01-13 21:19:06.107916+00,
SEIGA,EGX,,,"{""eps"": null, ""name"": ""Saudi Egyptian Investment & Finance Co. SAE"", ""sector"": ""Finance"", ""peRatio"": null, ""industry"": ""Investment Managers"", ""marketCap"": 407799985.6347601, ""dividendYield"": 1.1568049}",2026-01-13 21:19:06.392766+00,
SEMI,BA,,,"{""eps"": -0.1173, ""name"": ""Molinos Juan Semino SA"", ""sector"": ""Process Industries"", ""peRatio"": null, ""industry"": ""Agricultural Commodities/Milling"", ""marketCap"": 81000000000.0, ""dividendYield"": 0.3648}",2026-01-13 21:11:44.668126+00,
SID,BA,,,"{""eps"": -304.056578121547, ""name"": ""Companhia Siderurgica Nacional ADR Cert Deposito Arg Repr 8 Sp ADRs"", ""sector"": ""Non-Energy Minerals"", ""peRatio"": null, ""industry"": ""Steel"", ""marketCap"": 3565196076198.5317, ""dividendYield"": 0.0}",2026-01-13 21:11:44.908366+00,
SIMO,EGX,,,"{""name"": null, ""country"": ""Egypt"", ""peRatio"": -0.33, ""currency"": ""EGP"", ""marketCap"": 45550000.0}",2026-01-14 17:13:02.881428+00,
SIPC,EGX,,,"{""eps"": 0.0452, ""name"": ""Sabaa International Company for Pharmaceutial and Chemical Industry"", ""sector"": ""Health Technology"", ""peRatio"": 78.09734513274336, ""industry"": ""Pharmaceuticals: Major"", ""marketCap"": 930000007.0, ""dividendYield"": null}",2026-01-13 21:19:05.886335+00,
SKPC,EGX,,,"{""eps"": null, ""name"": ""Sidi Kerir Petrochemicals"", ""sector"": ""Process Industries"", ""peRatio"": null, ""industry"": ""Chemicals: Specialty"", ""marketCap"": 17327519697.0, ""dividendYield"": 5.2356024}",2026-01-13 21:19:05.650347+00,
SMCSA,EGX,,,"{""eps"": 0.0, ""name"": null, ""country"": ""Egypt"", ""currency"": ""EGP"", ""marketCap"": null}",2026-01-14 17:13:08.23192+00,
SMFR,EGX,,,"{""eps"": 9.0096, ""name"": ""Samad Misr-EGYFERT"", ""sector"": ""Distribution Services"", ""peRatio"": 20.817794352690463, ""industry"": ""Wholesale Distributors"", ""marketCap"": 1824768090.0, ""dividendYield"": null}",2026-01-13 21:19:09.066484+00,
SMPP,EGX,,,"{""eps"": 15.39, ""name"": null, ""country"": ""Egypt"", ""peRatio"": 6.87, ""currency"": ""EGP"", ""marketCap"": 1369316520.0}",2026-01-14 17:13:08.296829+00,
SNFC,EGX,,,"{""eps"": null, ""name"": ""Sharkia National Food"", ""sector"": ""Process Industries"", ""peRatio"": null, ""industry"": ""Agricultural Commodities/Milling"", ""marketCap"": 1580257532.0, ""dividendYield"": null}",2026-01-13 21:19:08.807105+00,
SNOW,BA,,,"{""eps"": -155.8718, ""name"": ""Snowflake, Inc. Shs A Cert Deposito Arg Repr 0.033333"", ""sector"": ""Technology Services"", ""peRatio"": null, ""industry"": ""Packaged Software"", ""marketCap"": 110689894671071.95, ""dividendYield"": null}",2026-01-13 21:11:44.414032+00,
SPHT,EGX,,,"{""eps"": null, ""name"": ""El Shams Pyramids Co. for Hotels & Touristic Projects SAE"", ""sector"": ""Consumer Services"", ""peRatio"": null, ""industry"": ""Hotels/Resorts/Cruise lines"", ""marketCap"": 7722422684.666941, ""dividendYield"": null}",2026-01-13 21:19:11.336506+00,
SPIN,EGX,,,"{""eps"": null, ""name"": ""Alexandria Spinning & Weaving"", ""sector"": ""Process Industries"", ""peRatio"": null, ""industry"": ""Textiles"", ""marketCap"": 4382759001.0, ""dividendYield"": null}",2026-01-13 21:19:10.853299+00,
SPMD,EGX,,,"{""eps"": null, ""name"": ""Speed Medical SAE"", ""sector"": ""Health Services"", ""peRatio"": null, ""industry"": ""Medical/Nursing Services"", ""marketCap"": 610584087.0, ""dividendYield"": null}",2026-01-13 21:19:11.10002+00,
SPY,BA,,,"{""eps"": null, ""name"": ""SPDR S&P 500 ETF Trust Cert Deposito Arg Repr 0.05 Sh"", ""sector"": ""Miscellaneous"", ""peRatio"": null, ""industry"": ""Investment Trusts/Mutual Funds"", ""marketCap"": null, ""dividendYield"": 0.67933553}",2026-01-13 21:11:44.163965+00,
SUCE,EGX,,,"{""eps"": 8.91, ""name"": null, ""country"": ""Egypt"", ""peRatio"": 0.82, ""currency"": ""EGP"", ""marketCap"": 22109704112.0}",2026-01-14 17:13:08.012297+00,
SUGR,EGX,,,"{""eps"": 4.378, ""name"": ""Delta Sugar"", ""sector"": ""Process Industries"", ""peRatio"": 10.440840566468706, ""industry"": ""Agricultural Commodities/Milling"", ""marketCap"": 6535423367.0, ""dividendYield"": 10.879025}",2026-01-13 21:19:13.727947+00,
SUPV,BA,,,"{""eps"": 15.1791, ""name"": ""Grupo Supervielle SA Class B"", ""sector"": ""Finance"", ""peRatio"": 227.6156030331179, ""industry"": ""Major Banks"", ""marketCap"": 1641916060439.0, ""dividendYield"": 1.7244972}",2026-01-13 21:11:49.898024+00,
SVCE,EGX,,,"{""eps"": null, ""name"": ""South Valley Cement Co."", ""sector"": ""Non-Energy Minerals"", ""peRatio"": null, ""industry"": ""Construction Materials"", ""marketCap"": 4436762799.0, ""dividendYield"": null}",2026-01-13 21:19:13.018758+00,
SWDY,EGX,,,"{""eps"": null, ""name"": ""El Sewedy Electric Company"", ""sector"": ""Producer Manufacturing"", ""peRatio"": null, ""industry"": ""Electrical Products"", ""marketCap"": 172653755110.0, ""dividendYield"": 1.2399256}",2026-01-13 21:19:13.257149+00,
T,BA,,,"{""eps"": 1213.106, ""name"": ""AT&T Inc Shs Cert Deposito Arg Repr 0.3333 Shs"", ""sector"": ""Communications"", ""peRatio"": 9.83299431106376, ""industry"": ""Wireless Telecommunications"", ""marketCap"": 247141753923641.72, ""dividendYield"": 2.8827186}",2026-01-13 21:11:50.573019+00,
TALM,EGX,,,"{""eps"": 0.7938, ""name"": ""Taaleem Management Services S.A.E"", ""sector"": ""Consumer Services"", ""peRatio"": 19.40035273368607, ""industry"": ""Other Consumer Services"", ""marketCap"": 11370235602.0, ""dividendYield"": null}",2026-01-13 21:19:13.962315+00,
TANM,EGX,,,"{""eps"": 0.2708, ""name"": ""Tanmiya for Real Estate Investment"", ""sector"": ""Finance"", ""peRatio"": 17.466765140324966, ""industry"": ""Real Estate Development"", ""marketCap"": 708584983.0, ""dividendYield"": null}",2026-01-13 21:19:13.50444+00,
TAQA,EGX,,,"{""eps"": null, ""name"": ""TAQA Arabia"", ""sector"": ""Utilities"", ""peRatio"": null, ""industry"": ""Electric Utilities"", ""marketCap"": 17715834769.0, ""dividendYield"": null}",2026-01-13 21:19:15.723735+00,
TECO2,BA,,,"{""eps"": -100.1747, ""name"": ""Telecom Argentina SA Class B"", ""sector"": ""Communications"", ""peRatio"": null, ""industry"": ""Major Telecommunications"", ""marketCap"": 7731356656620.0, ""dividendYield"": 0.0}",2026-01-13 21:11:50.343967+00,
TEFO,BA,Telefonica SA ADR,,"{""eps"": -598.713723756906, ""name"": ""Telefonica SA ADR"", ""sector"": ""Communications"", ""logoUrl"": ""https://s3-symbol-logo.tradingview.com/telefonica.svg"", ""peRatio"": null, ""industry"": ""Specialty Telecommunications"", ""marketCap"": 31249501342128.758, ""dividendYield"": 7.2994895}",2026-01-20 09:17:59.812118+00,
TGNO4,BA,,,"{""eps"": 410.3809, ""name"": ""Transportadora de Gas del Norte SA Class C"", ""sector"": ""Industrial Services"", ""peRatio"": 10.624276129810134, ""industry"": ""Oil & Gas Pipelines"", ""marketCap"": 377861450195.0, ""dividendYield"": 3.776819}",2026-01-13 21:11:50.113072+00,
TGSU2,BA,,,"{""eps"": 541.1165, ""name"": ""Transportadora de Gas del Sur SA Class B"", ""sector"": ""Utilities"", ""peRatio"": 16.576836965792026, ""industry"": ""Gas Distributors"", ""marketCap"": 6756030652122.0, ""dividendYield"": 2.9603179}",2026-01-13 21:11:49.666878+00,
TMGH,EGX,,,"{""eps"": 6.7407, ""name"": ""Talaat Moustafa Group Holding"", ""sector"": ""Finance"", ""peRatio"": 11.64270773065112, ""industry"": ""Real Estate Development"", ""marketCap"": 160318872597.0, ""dividendYield"": 0.32133675}",2026-01-13 21:19:15.490376+00,
TORA,EGX,,,"{""eps"": -3.17, ""name"": null, ""country"": ""Egypt"", ""peRatio"": -2.17, ""currency"": ""EGP"", ""marketCap"": 4777816560.0}",2026-01-14 17:13:13.178129+00,
TRAN,BA,,,"{""eps"": 328.6299, ""name"": ""Cia de Transporte de Energia Electrica Class B"", ""sector"": ""Utilities"", ""peRatio"": 11.380583446606654, ""industry"": ""Electric Utilities"", ""marketCap"": 1687537013008.0, ""dividendYield"": 7.952416}",2026-01-13 21:11:52.675469+00,
TRTO,EGX,,,"{""eps"": 0.10731707360000001, ""name"": ""TransOceans Tours"", ""sector"": ""Commercial Services"", ""peRatio"": 15.0, ""industry"": ""Miscellaneous Commercial Services"", ""marketCap"": 158577606.0, ""dividendYield"": null}",2026-01-13 21:19:15.952436+00,
TSLA,BA,,,"{""eps"": 122.5524, ""name"": ""Tesla, Inc. Shs Cert Deposito Arg Repr 1/15 Sh"", ""sector"": ""Consumer Durables"", ""peRatio"": 405.92888126000327, ""industry"": ""Motor Vehicles"", ""marketCap"": 2192598855571219.0, ""dividendYield"": null}",2026-01-13 21:11:52.900681+00,
TV,BA,,,"{""eps"": -87.9261, ""name"": ""Grupo Televisa, S.A.B. ADR"", ""sector"": ""Communications"", ""peRatio"": null, ""industry"": ""Major Telecommunications"", ""marketCap"": 2076541622613.8032, ""dividendYield"": 2.3333573}",2026-01-13 21:11:53.582675+00,
TXAR,BA,,,"{""eps"": 3.6419, ""name"": ""Ternium Argentina SA Class A"", ""sector"": ""Non-Energy Minerals"", ""peRatio"": 210.0551909717455, ""industry"": ""Steel"", ""marketCap"": 3561728806885.0, ""dividendYield"": null}",2026-01-13 21:11:53.131304+00,
TXR,BA,,,"{""eps"": 4039.3646408839777, ""name"": ""Ternium S.A. ADR Cert Deposito Arg Repr 0.25 ADRs"", ""sector"": ""Non-Energy Minerals"", ""peRatio"": 3.928835698409985, ""industry"": ""Steel"", ""marketCap"": 11666038108663.73, ""dividendYield"": 6.698509}",2026-01-13 21:11:53.363607+00,
UASG,EGX,,,"{""eps"": -0.23, ""name"": null, ""country"": ""Egypt"", ""peRatio"": -6.64, ""currency"": ""EGP"", ""marketCap"": 90000000.0}",2026-01-14 17:13:13.518377+00,
UBEE,EGX,,,"{""eps"": null, ""name"": ""United Bank SAE"", ""sector"": ""Finance"", ""peRatio"": null, ""industry"": ""Major Banks"", ""marketCap"": 16268999958.0, ""dividendYield"": 5.070994}",2026-01-13 21:19:18.044934+00,
UEFM,EGX,,,"{""eps"": null, ""name"": ""Upper Egypt Flour Mills Co."", ""sector"": ""Process Industries"", ""peRatio"": null, ""industry"": ""Agricultural Commodities/Milling"", ""marketCap"": 3251009949.0, ""dividendYield"": 4.306354}",2026-01-13 21:19:18.405702+00,
UEGC,EGX,,,"{""eps"": null, ""name"": ""El-Saeed Contracting & Real Estate Investment Co. SCCD"", ""sector"": ""Industrial Services"", ""peRatio"": null, ""industry"": ""Engineering & Construction"", ""marketCap"": 1109699903.0, ""dividendYield"": null}",2026-01-13 21:19:17.822104+00,
UNIP,EGX,,,"{""eps"": null, ""name"": ""Universal Co. for Paper & Packaging Materials-Unipack"", ""sector"": ""Process Industries"", ""peRatio"": null, ""industry"": ""Pulp & Paper"", ""marketCap"": 712638557.0, ""dividendYield"": null}",2026-01-13 21:19:22.416782+00,
UNIT,EGX,,,"{""eps"": null, ""name"": ""United Housing Construction SA"", ""sector"": ""Finance"", ""peRatio"": null, ""industry"": ""Real Estate Development"", ""marketCap"": 2798764415.0, ""dividendYield"": null}",2026-01-13 21:19:22.664365+00,
UPST,BA,,,"{""eps"": 447.9454, ""name"": ""Upstart Holdings, Inc. Shs Cert Deposito Arg Repr 0.2 Sh"", ""sector"": ""Finance"", ""peRatio"": 46.79286776148657, ""industry"": ""Finance/Rental/Leasing"", ""marketCap"": 6464336842878.12, ""dividendYield"": null}",2026-01-13 21:11:56.518148+00,
URA,BA,Global X Uranium ETF,,"{""eps"": null, ""name"": ""Global X Uranium ETF"", ""sector"": null, ""logoUrl"": ""https://s3-symbol-logo.tradingview.com/global-x.svg"", ""peRatio"": null, ""industry"": null, ""marketCap"": null, ""dividendYield"": 0.0}",2026-01-20 09:17:59.599702+00,
VALE,BA,,,"{""eps"": 1833.2125973480665, ""name"": ""Vale S.A. Deposito Arg Repr 0.5 ADR"", ""sector"": ""Non-Energy Minerals"", ""peRatio"": 5.9114885576254075, ""industry"": ""Steel"", ""marketCap"": 86953605432274.89, ""dividendYield"": 4.780852}",2026-01-13 21:11:56.276284+00,
VALO,BA,,,"{""eps"": 44.0383, ""name"": ""Banco De Valores"", ""sector"": ""Finance"", ""peRatio"": 13.000047685764438, ""industry"": ""Major Banks"", ""marketCap"": 472602584839.0, ""dividendYield"": 0.0}",2026-01-13 21:11:55.993762+00,
VALU,EGX,U Consumer Finance S.A.E,,"{""eps"": null, ""name"": ""U Consumer Finance S.A.E"", ""sector"": ""Finance"", ""logoUrl"": ""https://s3-symbol-logo.tradingview.com/u-consumer-finance.svg"", ""peRatio"": null, ""industry"": ""Finance/Rental/Leasing"", ""marketCap"": 18936143961.0, ""dividendYield"": null}",2026-01-20 09:17:14.115782+00,
VIST,BA,,,"{""eps"": 10347.16304558011, ""name"": ""Vista Energy SAB de CV Shs Cert Deposito Arg Repr 0.33333333 ADS -A"", ""sector"": ""Energy Minerals"", ""peRatio"": 2.5516370972995563, ""industry"": ""Oil & Gas Production"", ""marketCap"": 6702052341692.1, ""dividendYield"": null}",2026-01-13 21:11:55.757051+00,
VISTD,BA,,,"{""eps"": 10347.163048477316, ""name"": ""Vista Energy SAB de CV Shs Cert Deposito Arg Repr 0.33333333 ADS -A"", ""sector"": ""Energy Minerals"", ""peRatio"": 2.3616562143907838, ""industry"": ""Oil & Gas Production"", ""marketCap"": 6702052340760.515, ""dividendYield"": null}",2026-01-13 21:11:56.742324+00,
VLMRA,EGX,Valmore Holding,,"{""eps"": 5.11219512195122, ""name"": ""Valmore Holding"", ""sector"": ""Finance"", ""logoUrl"": ""https://s3-symbol-logo.tradingview.com/egyptian-kuwaiti.svg"", ""peRatio"": 4.49513358778626, ""industry"": ""Financial Conglomerates"", ""marketCap"": 26961309773.712086, ""dividendYield"": 4.91876}",2026-01-20 09:17:14.327631+00,
VZ,BA,,,"{""eps"": 1331.0764, ""name"": ""Verizon Communications Inc Shs Cert Deposito Arg Repr 0.25 Sh"", ""sector"": ""Communications"", ""peRatio"": 11.20594381309689, ""industry"": ""Wireless Telecommunications"", ""marketCap"": 246670167863436.12, ""dividendYield"": 6.657167}",2026-01-13 21:12:00.027572+00,
WATP,EGX,,,"{""eps"": 0.31, ""name"": null, ""country"": ""Egypt"", ""peRatio"": 1.53, ""currency"": ""EGP"", ""marketCap"": 3451000000.0}",2026-01-14 17:13:16.312906+00,
WCDF,EGX,,,"{""eps"": null, ""name"": ""Middle & West Delta Flour Mills Co."", ""sector"": ""Process Industries"", ""peRatio"": null, ""industry"": ""Agricultural Commodities/Milling"", ""marketCap"": 3589500046.0, ""dividendYield"": 7.5219383}",2026-01-13 21:19:22.877139+00,
WFC,BA,,,"{""eps"": 1404.3141, ""name"": ""Wells Fargo & Company Shs Cert Deposito Arg Repr 0.2 Shs"", ""sector"": ""Finance"", ""peRatio"": 20.57854999816134, ""industry"": ""Major Banks"", ""marketCap"": 437720203597650.44, ""dividendYield"": 1.1486187}",2026-01-13 21:12:00.231133+00,
WKOL,EGX,,,"{""eps"": 17.9812, ""name"": ""Wadi Kom Ombo Land Reclamation"", ""sector"": ""Industrial Services"", ""peRatio"": 16.219162236113274, ""industry"": ""Engineering & Construction"", ""marketCap"": 1696799971.0, ""dividendYield"": 4.9738646}",2026-01-13 21:19:25.620845+00,
WMT,BA,,,"{""eps"": 188.9676, ""name"": ""Walmart Inc Shs Cert Deposito Arg Repr 0.0555555 Sh"", ""sector"": ""Retail Trade"", ""peRatio"": 54.03571250022604, ""industry"": ""Specialty Stores"", ""marketCap"": 1380676372684287.8, ""dividendYield"": 0.48825172}",2026-01-13 21:11:59.820936+00,
XOM,BA,Exxon Mobil Corp Shs Cert Deposito Arg Repr 0.1 Shs,,"{""eps"": 783.343, ""name"": ""Exxon Mobil Corp Shs Cert Deposito Arg Repr 0.1 Shs"", ""sector"": ""Energy Minerals"", ""logoUrl"": ""https://s3-symbol-logo.tradingview.com/exxon.svg"", ""peRatio"": 24.89220101988879, ""industry"": ""Integrated Oil"", ""marketCap"": 783644674925608.1, ""dividendYield"": 1.973631}",2026-01-20 09:18:01.599694+00,
YPFD,BA,,,"{""eps"": -1352.339, ""name"": ""YPF SA Shs -D- 1 Vote"", ""sector"": ""Energy Minerals"", ""peRatio"": null, ""industry"": ""Integrated Oil"", ""marketCap"": 20353935630696.0, ""dividendYield"": null}",2026-01-13 21:12:05.339339+00,
ZEOT,EGX,,,"{""eps"": null, ""name"": ""Extracted Oils & Derivatives Co."", ""sector"": ""Process Industries"", ""peRatio"": null, ""industry"": ""Agricultural Commodities/Milling"", ""marketCap"": 1739999962.0, ""dividendYield"": 0.5747127}",2026-01-13 21:19:25.404406+00,
ZMID,EGX,,,"{""eps"": null, ""name"": ""Zahraa Maadi Investment & Development"", ""sector"": ""Finance"", ""peRatio"": null, ""industry"": ""Real Estate Development"", ""marketCap"": 5460000038.0, ""dividendYield"": 3.663004}",2026-01-13 21:19:25.177394+00,
